episode,reward,episode_length,epsilon,loss
0,50.0,168,0.9922931652094688,0.4177119731903076
1,0.0,150,0.9854622671079284,0.23798732459545135
2,0.0,133,0.9794448792665313,1.6607362031936646
3,0.0,115,0.9742715034065327,0.13858482241630554
4,0.0,162,0.9670301172728718,0.11754518747329712
5,100.0,175,0.9592680945759312,0.140525221824646
6,50.0,136,0.9532789430273665,0.503311038017273
7,50.0,245,0.9425838621704916,1.9183731079101562
8,100.0,150,0.9360951605041007,0.21455860137939453
9,150.0,202,0.9274275653176943,0.19739630818367004
10,0.0,170,0.9201952772713375,0.28100883960723877
11,100.0,156,0.9136082233792095,0.20141573250293732
12,100.0,155,0.9071100947401728,0.22860339283943176
13,0.0,115,0.9023187873722643,0.3435208797454834
14,0.0,150,0.8961072685311119,0.39329397678375244
15,0.0,116,0.8913330291590895,0.1737484633922577
16,0.0,176,0.8841378843172397,0.1846674680709839
17,0.0,118,0.8793464203554406,0.1656550168991089
18,100.0,166,0.8726498130869104,1.8670483827590942
19,0.0,116,0.8680005492744911,1.862626552581787
20,0.0,151,0.8619855787057585,0.73091721534729
21,0.0,118,0.8573141661249611,0.5746805667877197
22,0.0,128,0.8522754918677646,0.557381272315979
23,50.0,153,0.8462915410756289,0.5520888566970825
24,0.0,163,0.8399626982774332,0.6058569550514221
25,50.0,135,0.8347568662342464,0.5624218583106995
26,0.0,113,0.8304242061523156,0.5640369057655334
27,50.0,122,0.8257717093186917,0.3882330358028412
28,50.0,124,0.8210696515596295,0.5900973081588745
29,100.0,184,0.8141417005707747,0.6137565970420837
30,50.0,131,0.8092449538789062,0.5857753753662109
31,0.0,117,0.8048964278752732,0.973009467124939
32,50.0,117,0.8005712689353625,2.38316011428833
33,0.0,146,0.7952066440708725,1.1357460021972656
34,0.0,104,0.7914072053994851,0.9018490314483643
35,0.0,103,0.7876621925149774,1.406564712524414
36,0.0,120,0.7833214154374524,0.5945780873298645
37,0.0,120,0.779004560221121,1.1916697025299072
38,100.0,163,0.7731789113029587,1.0488077402114868
39,50.0,115,0.7690950213364399,0.4543936848640442
40,0.0,150,0.763800608449859,0.8863064646720886
41,0.0,119,0.7596263129545539,2.1073076725006104
42,50.0,125,0.7552661140948065,2.158536911010742
43,50.0,160,0.7497215596874705,1.1395882368087769
44,100.0,177,0.743635304565796,2.4262924194335938
45,0.0,103,0.7401163527822222,0.9005684852600098
46,50.0,117,0.7361392934377544,1.6036462783813477
47,0.0,113,0.732318490686162,0.9553734064102173
48,0.0,166,0.7267415653537931,1.871225118637085
49,0.0,119,0.7227698036021702,1.6059496402740479
50,0.0,118,0.7188528518143723,2.328198194503784
51,150.0,194,0.712459201812767,1.003114104270935
52,100.0,111,0.708826588786248,1.9691487550735474
53,100.0,149,0.7039794795777238,1.2580066919326782
54,0.0,146,0.6992621159065847,3.437382936477661
55,0.0,128,0.6951523575919908,2.0418174266815186
56,0.0,119,0.6913532360375628,6.1731696128845215
57,50.0,121,0.6875115522347824,2.23423433303833
58,0.0,99,0.6843842399195382,5.650068283081055
59,50.0,123,0.6805186001876663,4.143510818481445
60,100.0,126,0.676581315310491,2.6983957290649414
61,0.0,120,0.672852700820053,2.875316619873047
62,0.0,120,0.6691446345855359,4.591038703918457
63,0.0,119,0.6654876494994323,5.715776443481445
64,0.0,124,0.6616982712359525,9.598519325256348
65,50.0,159,0.6568708657584529,7.154353141784668
66,0.0,105,0.6537022804330889,4.148558616638184
67,50.0,125,0.6499500776866194,7.336627006530762
68,0.0,101,0.6469340352379868,9.240873336791992
69,0.0,148,0.6425397500373016,11.520744323730469
70,0.0,121,0.6389693110465066,9.11549186706543
71,0.0,152,0.6345122338209384,8.516311645507812
72,50.0,119,0.6310445204805023,10.093182563781738
73,0.0,158,0.626469598107889,12.45327091217041
74,0.0,148,0.622214317146157,13.346639633178711
75,50.0,194,0.6166801934937582,14.24085807800293
76,50.0,144,0.612604242326336,7.147791385650635
77,0.0,144,0.6085552311808158,21.55055046081543
78,50.0,163,0.6040042576625553,11.433298110961914
79,100.0,119,0.6007032754114113,19.138782501220703
80,0.0,144,0.5967329237728803,6.535032272338867
81,100.0,118,0.5934990115632653,15.415945053100586
82,0.0,162,0.5890877612109267,35.709815979003906
83,0.0,152,0.5849786285828604,20.512495040893555
84,50.0,148,0.5810051741187541,21.522987365722656
85,0.0,147,0.5770852844042172,19.289165496826172
86,0.0,155,0.5729807083750266,22.403579711914062
87,0.0,137,0.5693771051094234,22.548385620117188
88,50.0,209,0.5639232493623375,48.503944396972656
89,50.0,195,0.5588818424213086,32.87239074707031
90,0.0,195,0.5538855050601805,24.727258682250977
91,50.0,119,0.5508584300053702,13.42435073852539
92,0.0,119,0.5478478984118055,41.31846618652344
93,50.0,160,0.5438260411842645,31.86044692993164
94,50.0,194,0.5389891216946712,21.59711456298828
95,50.0,153,0.5352048002956724,42.65621566772461
96,0.0,170,0.5310311532915474,47.937156677246094
97,100.0,158,0.5271813039942296,51.548011779785156
98,100.0,237,0.5214587989266624,56.130367279052734
99,0.0,127,0.5184179137308927,34.277503967285156
100,50.0,131,0.5152998309668144,89.6300277709961
101,0.0,111,0.5126724736756596,46.38279724121094
102,0.0,164,0.5088151101943496,29.963863372802734
103,0.0,214,0.5038253322940578,21.06008529663086
104,0.0,168,0.499942433694783,49.985931396484375
105,50.0,106,0.49750792135144073,39.63520812988281
106,0.0,108,0.4950396671355991,48.948585510253906
107,0.0,117,0.49237954197195044,35.45192337036133
108,100.0,161,0.4887423807249171,67.82138061523438
109,0.0,118,0.48609370844722627,45.084510803222656
110,0.0,144,0.48288086937873403,47.37749481201172
111,50.0,153,0.4794904922197082,81.46395874023438
112,0.0,125,0.4767382522541066,60.542152404785156
113,100.0,167,0.4730858952146152,134.1522979736328
114,100.0,141,0.47002396308481986,119.51100158691406
115,50.0,139,0.4670248611563373,138.1704559326172
116,0.0,157,0.46366039408055537,103.56057739257812
117,50.0,288,0.45755151744132744,35.255218505859375
118,50.0,127,0.4548833073381454,53.16542053222656
119,50.0,151,0.4517311092109281,132.07968139648438
120,50.0,229,0.44699225684186833,57.258419036865234
121,50.0,150,0.44391518378955136,108.5159912109375
122,150.0,163,0.4405954419776866,50.019710540771484
123,50.0,109,0.4383893549633269,163.95785522460938
124,0.0,122,0.43593325473075833,77.36192321777344
125,50.0,135,0.4332314736745018,125.75454711914062
126,0.0,153,0.4301896921791882,124.17665100097656
127,0.0,120,0.4278189327691973,89.06527709960938
128,50.0,181,0.4242677296254533,78.03108215332031
129,150.0,134,0.4216576655338584,74.75398254394531
130,0.0,159,0.4185814711221278,80.08885955810547
131,50.0,152,0.41566169092340793,165.41229248046875
132,0.0,168,0.4124582549427084,43.1556396484375
133,0.0,110,0.41037415359768475,89.26359558105469
134,50.0,150,0.407549157795018,140.1788330078125
135,50.0,166,0.4044454928579726,237.3813934326172
136,0.0,103,0.40253161897421186,73.70478820800781
137,0.0,209,0.3986759153222282,58.92765426635742
138,0.0,148,0.3959679179389624,65.4962387084961
139,50.0,168,0.3929162586130562,57.2781982421875
140,0.0,136,0.3904631018448548,44.97693634033203
141,50.0,163,0.38754309204902115,124.14775085449219
142,50.0,127,0.38528313583817503,108.15972137451172
143,150.0,192,0.3818915069338686,137.87118530273438
144,50.0,151,0.379245119006377,84.9852294921875
145,100.0,183,0.3760624750306827,55.059486389160156
146,50.0,180,0.37295806246351887,105.3924331665039
147,0.0,150,0.37039063722049764,104.35770416259766
148,0.0,144,0.3679425382445469,275.42877197265625
149,0.0,150,0.36540963962739276,103.97929382324219
150,0.0,126,0.36329548455847577,43.46739196777344
151,0.0,96,0.3616929135896087,140.92037963867188
152,0.0,111,0.3598487513047197,209.43174743652344
153,0.0,153,0.35732220062836517,38.8321647644043
154,50.0,190,0.3542093328740309,162.36941528320312
155,0.0,103,0.3525331811958862,70.93006896972656
156,0.0,117,0.35063882313010436,67.6031494140625
157,0.0,226,0.3470084097127084,41.2183837890625
158,100.0,170,0.34430236034842115,68.83248901367188
159,50.0,155,0.34185347583642234,313.22802734375
160,100.0,182,0.3390002355756174,213.5015106201172
161,50.0,109,0.3373028416711065,210.2532196044922
162,0.0,151,0.33496543915782767,507.59075927734375
163,100.0,201,0.331879173599931,282.42095947265625
164,50.0,136,0.3298070994032164,340.0052795410156
165,50.0,102,0.3282615380296222,407.30450439453125
166,0.0,136,0.3262120503942668,579.2616577148438
167,50.0,182,0.32348935947100693,421.81182861328125
168,0.0,149,0.32127726940841994,308.86358642578125
169,0.0,225,0.317965499579595,189.90731811523438
170,0.0,108,0.3163879976923937,272.41265869140625
171,100.0,149,0.3142244682744194,173.02015686035156
172,50.0,212,0.3111716337106018,207.14044189453125
173,50.0,154,0.30897262314848845,370.8485107421875
174,50.0,202,0.30611174988033585,229.66336059570312
175,100.0,264,0.3024126821283229,171.81134033203125
176,0.0,156,0.30024791484028684,251.24966430664062
177,50.0,170,0.29790651429683945,398.3738708496094
178,0.0,239,0.2946456270865045,125.09967041015625
179,0.0,204,0.2918905265657095,517.8470458984375
180,0.0,259,0.28842971444775284,365.34417724609375
181,0.0,136,0.28662891519183625,300.8212890625
182,0.0,112,0.2851543492850475,217.73727416992188
183,50.0,149,0.2832044022964096,224.55694580078125
184,0.0,170,0.28099591088425024,179.45700073242188
185,0.0,110,0.2795760727580831,152.359619140625
186,0.0,163,0.27748531215285016,250.76052856445312
187,0.0,103,0.2761722257136769,606.0776977539062
188,0.0,121,0.2746376030186522,239.34698486328125
189,0.0,132,0.2729731931420141,182.69180297851562
190,0.0,115,0.27153136322618954,411.7270812988281
191,0.0,154,0.26961248543980765,427.7236022949219
192,0.0,122,0.26810196680906334,411.9583435058594
193,0.0,120,0.2666244668312514,121.25888061523438
194,0.0,163,0.26463056253843165,953.7337646484375
195,50.0,140,0.2629299143835754,128.89474487304688
196,0.0,149,0.2611319428777556,1308.315673828125
197,50.0,138,0.25947767627672436,416.14727783203125
198,0.0,121,0.2580358211812761,349.2875061035156
199,0.0,141,0.2563657477770486,245.58822631835938
200,0.0,115,0.25501163750606176,567.8787841796875
201,50.0,123,0.25357124326473757,690.838623046875
202,0.0,143,0.2519068631952598,742.9422607421875
203,0.0,136,0.2503340928838831,607.754150390625
204,100.0,193,0.2481189873459914,880.6121826171875
205,50.0,165,0.24624079237492022,612.452880859375
206,50.0,197,0.2440169530800462,739.9547119140625
207,50.0,148,0.24235947329504545,845.9807739257812
208,50.0,103,0.2412126056092575,1204.0255126953125
209,0.0,184,0.2391773226020478,692.1761474609375
210,0.0,129,0.23776066129171833,670.7574462890625
211,0.0,112,0.2365374987057606,546.169677734375
212,0.0,157,0.23483347244768746,448.52783203125
213,0.0,197,0.2327126544518383,406.03582763671875
214,0.0,127,0.23135559140630635,360.42315673828125
215,50.0,147,0.2297946958350583,572.81494140625
216,50.0,183,0.2278662472731834,781.5432739257812
217,150.0,175,0.22603724220745794,925.87109375
218,0.0,121,0.2247812075685077,713.5824584960938
219,100.0,166,0.22306940044268364,874.73876953125
220,0.0,228,0.22073947230447524,306.5303955078125
221,0.0,204,0.21867543544392642,1267.1962890625
222,0.0,135,0.21732015193999657,437.186767578125
223,50.0,105,0.21627185237270205,937.8582763671875
224,0.0,111,0.2151691479003624,1359.9306640625
225,50.0,116,0.21402277954288407,574.6691284179688
226,50.0,222,0.2118458691630236,342.00213623046875
227,50.0,153,0.2103584683534442,676.4610595703125
228,0.0,100,0.20939195898478816,351.44036865234375
229,0.0,133,0.2081133786980166,822.8228759765625
230,50.0,152,0.20666170115342253,763.3230590820312
231,50.0,154,0.2052012490607895,1098.383544921875
232,50.0,186,0.20345108018510713,312.45721435546875
233,150.0,295,0.20070583562239863,1989.370849609375
234,50.0,243,0.19847234453365684,1111.471435546875
235,0.0,204,0.1966165177046792,1296.661376953125
236,0.0,125,0.19548795343342715,555.8231201171875
237,0.0,117,0.19443748726143853,1032.8558349609375
238,50.0,155,0.19305453144718088,891.3914794921875
239,100.0,98,0.19218522654516185,977.123779296875
240,0.0,148,0.1908798126222616,2536.220703125
241,0.0,150,0.18956580523474872,364.54278564453125
242,0.0,150,0.18826084341046603,1032.035400390625
243,50.0,183,0.18668094901206408,1872.08447265625
244,0.0,168,0.18524222977948854,727.7977294921875
245,0.0,104,0.18435715607362108,246.9268798828125
246,50.0,183,0.18281002161427432,1822.7506103515625
247,50.0,149,0.1815599272284325,347.2269287109375
248,50.0,156,0.1802602628475732,407.61773681640625
249,0.0,159,0.17894517798476933,519.5494995117188
250,100.0,194,0.1773535965719366,1310.0616455078125
251,50.0,154,0.17610026114595365,1633.059326171875
252,0.0,166,0.1747591807008847,1871.34375
253,0.0,116,0.17382810672076598,539.2724609375
254,100.0,108,0.1729657044577431,986.1121826171875
255,0.0,150,0.1717750169234169,366.89697265625
256,0.0,114,0.17087557933247774,494.969482421875
257,0.0,171,0.16953524569503753,343.92138671875
258,0.0,233,0.16772584943293511,1723.4537353515625
259,0.0,151,0.16656356209475545,1993.3951416015625
260,0.0,209,0.16496811044727305,1477.6495361328125
261,0.0,142,0.16389284719804612,1919.698974609375
262,0.0,121,0.162982134029072,1172.5458984375
263,0.0,128,0.1620242426100755,1704.9478759765625
264,50.0,217,0.16041316216870455,997.1871337890625
265,0.0,176,0.15911825229934642,3318.284912109375
266,0.0,142,0.15808111846472334,1720.2325439453125
267,0.0,195,0.1566678920216306,1289.226318359375
268,100.0,270,0.15473195044836052,1173.531005859375
269,0.0,162,0.15358188725089109,1774.3990478515625
270,0.0,142,0.152580839480749,2843.328125
271,50.0,160,0.15146071407034056,1007.04736328125
272,50.0,114,0.15066764496037743,2525.09033203125
273,0.0,124,0.14980972265445333,1214.875
274,100.0,136,0.14887439171047714,2085.65869140625
275,0.0,166,0.1477406481589614,509.123291015625
276,0.0,168,0.1466020353917543,543.4434814453125
277,50.0,211,0.14518441533777413,3168.40234375
278,0.0,117,0.14440425822663938,569.731201171875
279,0.0,133,0.14352250307811498,575.55322265625
280,150.0,249,0.14188614851893935,950.28076171875
281,150.0,233,0.14037184235964026,1263.545166015625
282,0.0,136,0.13949543643954682,1899.685302734375
283,0.0,121,0.13872029381954112,3997.28955078125
284,0.0,137,0.13784785100164723,1005.68115234375
285,0.0,276,0.13610685533648054,823.8758544921875
286,50.0,137,0.13525084901516385,4395.3359375
287,100.0,220,0.13388749003654904,3563.603515625
288,0.0,185,0.13275167209077166,5006.5732421875
289,0.0,131,0.13195322225004397,1177.6500244140625
290,0.0,218,0.13063513547747038,2786.881591796875
291,0.0,134,0.1298314776633081,967.44921875
292,50.0,144,0.1289733557898751,820.609619140625
293,50.0,230,0.1276144931749161,450.3658447265625
294,0.0,178,0.12657268705908886,2108.614501953125
295,50.0,143,0.12574189467518487,2016.697265625
296,50.0,185,0.12467517887918979,1334.436767578125
297,0.0,137,0.12389106891670451,2160.37109375
298,0.0,192,0.12280046179887884,774.4456787109375
299,0.0,150,0.1219551093659684,1294.136962890625
300,50.0,249,0.12056465285255916,1204.836669921875
301,0.0,107,0.11997202794385817,3130.04638671875
302,0.0,216,0.11878456182786912,402.787109375
303,50.0,230,0.11753304829382452,707.2859497070312
304,0.0,119,0.11689071092381628,984.569091796875
305,0.0,166,0.1160005370784736,1039.4207763671875
306,0.0,106,0.11543566256429251,2284.0283203125
307,50.0,254,0.11409326277018665,2227.0693359375
308,50.0,236,0.11285998806313755,989.50341796875
309,0.0,178,0.11193863326345027,2387.369873046875
310,50.0,129,0.11127561417305204,1068.3040771484375
311,0.0,120,0.11066237839776669,2700.962890625
312,0.0,111,0.1100981445493014,1716.7489013671875
313,0.0,165,0.10926473077622163,1776.925048828125
314,0.0,144,0.10854254493068266,370.7415771484375
315,0.0,136,0.1078648639416739,346.711669921875
316,0.0,144,0.10715193052376068,335.367431640625
317,0.0,153,0.10639960115883744,3163.806640625
318,0.0,126,0.10578400367117927,1991.8751220703125
319,50.0,171,0.10495424286523226,2664.514892578125
320,0.0,101,0.10446721091845207,369.473388671875
321,100.0,164,0.10368119640610261,304.20751953125
322,50.0,184,0.10280636411166465,1032.5548095703125
323,0.0,147,0.10211275650329615,2045.674072265625
324,50.0,202,0.10116726284615338,2037.3453369140625
325,0.0,172,0.10036909309200974,2419.947265625
326,50.0,236,0.09928416782232784,2297.82763671875
327,0.0,145,0.09862340668282027,3036.59619140625
328,0.0,150,0.0979444879266532,1079.01171875
329,100.0,237,0.09688130942572007,593.936767578125
330,0.0,163,0.09615679955213745,335.9637451171875
331,50.0,179,0.09536741259755852,3544.754150390625
332,0.0,221,0.09440174016769591,3361.609375
333,0.0,92,0.09400262904006966,1542.224609375
334,0.0,163,0.09329964687265302,1118.5924072265625
335,0.0,177,0.0925422384104156,1931.917236328125
336,0.0,100,0.09211704544756429,2079.56640625
337,0.0,131,0.09156299713233386,360.879150390625
338,0.0,144,0.09095781099372958,2539.648193359375
339,0.0,135,0.09039408228527583,3827.18896484375
340,50.0,174,0.08967264913499472,913.481201171875
341,0.0,145,0.08907585507281215,6081.060546875
342,0.0,116,0.08860128080104857,438.4478759765625
343,100.0,120,0.08811300243451617,1423.599853515625
344,0.0,176,0.08740172416452464,749.0853271484375
345,0.0,106,0.0869761140103007,1555.0958251953125
346,0.0,150,0.08637737465291845,1829.8785400390625
347,50.0,94,0.0860042672405635,420.6878662109375
348,0.0,144,0.08543582155808346,5667.630859375
349,50.0,131,0.0849219582142843,2688.40673828125
350,50.0,161,0.08429464771677227,2086.3994140625
351,50.0,184,0.083583393577863,1089.042236328125
352,50.0,101,0.08319553138400208,1220.7947998046875
353,0.0,104,0.08279802927359615,1505.676513671875
354,50.0,130,0.08230382137150628,291.61572265625
355,0.0,120,0.0818502480699093,1486.7340087890625
356,100.0,147,0.08129802588698609,699.4808349609375
357,0.0,128,0.08082021473398814,2962.312744140625
358,50.0,165,0.08020842712958934,6029.4697265625
359,0.0,199,0.07947673180408445,328.4156494140625
360,0.0,168,0.078864217762379,848.860595703125
361,0.0,126,0.07840793208280984,1239.0623779296875
362,0.0,199,0.07769266163753848,2290.68212890625
363,50.0,117,0.07727517548850177,481.682861328125
364,0.0,192,0.07659492583728882,1237.0867919921875
365,50.0,147,0.076078159936829,342.9132080078125
366,0.0,186,0.07542928655886445,344.6156005859375
367,0.0,124,0.07499978182030026,1385.4844970703125
368,50.0,138,0.0745246594251514,3011.78369140625
369,50.0,193,0.07386522073703504,1744.3526611328125
370,0.0,180,0.07325546003300928,317.9232177734375
371,0.0,167,0.07269423992141198,3067.49853515625
372,0.0,111,0.07232359407640147,3397.259765625
373,0.0,102,0.07198466700780211,1426.14599609375
374,0.0,120,0.07158796218249745,2224.64892578125
375,0.0,107,0.07123607787355016,2127.3115234375
376,50.0,165,0.07069683964494025,1179.89404296875
377,50.0,148,0.0702166329171049,704.8931884765625
378,0.0,172,0.06966265141107689,2365.53271484375
379,0.0,172,0.06911304060037098,1943.5458984375
380,50.0,167,0.0685835561313486,647.803466796875
381,0.0,152,0.06810515724614884,815.8336181640625
382,0.0,234,0.0673751895470583,546.224853515625
383,0.0,143,0.06693295516268716,4800.3798828125
384,0.0,166,0.06642323145918302,2454.7890625
385,0.0,147,0.06597509131620054,1303.1497802734375
386,0.0,121,0.06560848358735114,1965.4425048828125
387,50.0,269,0.064800745165918,715.6807861328125
388,0.0,135,0.06439912995574386,2567.67626953125
389,0.0,133,0.06400589872353292,1897.2635498046875
390,50.0,240,0.0633023743687371,1144.25927734375
391,0.0,248,0.06258352197129646,4280.62890625
392,50.0,116,0.062250092341688636,2245.649169921875
393,0.0,127,0.061887081141903014,412.3497314453125
394,0.0,137,0.06149785950766322,2959.721435546875
395,0.0,219,0.06088075084939474,1236.52099609375
396,0.0,155,0.06044773050157295,1110.3038330078125
397,50.0,116,0.06012567984419676,1995.2213134765625
398,0.0,107,0.05983013737229312,2017.2845458984375
399,0.0,197,0.059289801998844364,704.2884521484375
400,0.0,190,0.05877328969572268,1571.0986328125
